RecordId,SuspectsRaceAsAGroup,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA00-0000027986,Unknown,School-Elementary/Secondary,Anti-Mental Disability,Disability
CA00-0000027987,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000027989,Hispanic,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000027996,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000027997,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000027998,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000027999,Hispanic,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028000,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028001,White,Lake/Waterway/Beach,Anti-Gay (Male),Sexual Orientation
CA00-0000028002,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028003,Hispanic,Shopping Mall,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000028004,Unknown,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028005,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028006,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028007,Unknown,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028008,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000028009,Unknown,Daycare Facility,Anti-Jewish,Religion
CA00-0000028011,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000028012,Unknown,Parking Lot/Garage,Anti-Islamic (Muslim),Religion
CA00-0000028013,Unknown,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation
CA00-0000028014,Black or African American,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000028015,Unknown,Residence/Home/Driveway,Anti-Heterosexual,Sexual Orientation
CA00-0000028016,Unknown,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028017,White,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028018,Black or African American,School-College/University,Anti-White,Race/Ethnicity/Ancestry
CA00-0000028019,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000028020,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000028021,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028022,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028023,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000028024,White,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation
CA00-0000028025,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028026,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028027,Asian/Pacific Islander,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000028028,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028029,White,Convenience Store,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000028030,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028031,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028032,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028033,Black or African American,Other/Unknown,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028034,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000028035,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028036,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028037,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028039,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028040,Unknown,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028041,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028042,Unknown,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028043,White,Other/Unknown,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028044,White,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000028045,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028046,Unknown,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028047,Black or African American,Jail/Prison,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028048,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028049,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028050,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028051,Black or African American,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028052,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028053,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028055,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028056,Hispanic,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028060,Unknown,Government/Public Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028061,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028062,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000028063,Black or African American,Service/Gas Station,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028064,White,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028065,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000028066,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028067,White,School-Elementary/Secondary,Anti-Lesbian,Sexual Orientation
CA00-0000028068,White,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000028069,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000028070,White,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000028071,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000028072,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000028073,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000028074,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000028075,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028076,White,Jail/Prison,Anti-Gay (Male),Sexual Orientation
CA00-0000028079,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000028081,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028082,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028083,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028084,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028085,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000028086,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028087,White,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation
CA00-0000028089,Unknown,School-Elementary/Secondary,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000028090,Black or African American,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028091,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028092,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028093,Unknown,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028094,Unknown,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028095,Unknown,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028096,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000028097,White,Hotel/Motel/etc.,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028098,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028099,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028101,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028102,White,Community Center,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028103,White,Community Center,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028104,White,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028105,Unknown,Government/Public Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000028106,White,Park/Playground,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028107,White,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028108,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000028109,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000028110,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000028111,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028112,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028113,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000028114,Unknown,Amusement Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028115,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028116,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028117,Unknown,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028118,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028119,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028120,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028121,Unknown,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028122,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028123,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028124,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028125,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028126,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028127,White,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000028128,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028129,White,Grocery/Supermarket,Anti-Transgender,Gender Nonconforming
CA00-0000028130,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028131,Unknown,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028132,Hispanic,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000028133,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028135,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000028136,White,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028137,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028138,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028139,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000028140,Black or African American,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028141,White,Lake/Waterway/Beach,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028142,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028143,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028144,Unknown,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028145,Unknown,Church/Synagogue/Temple,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028146,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028147,White,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028148,White,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028149,White,Highway/Road/Alley/Street,Anti-Physical Disability,Disability
CA00-0000028150,White,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000028151,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000028152,Black or African American,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028153,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000028154,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028155,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000028157,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028158,White,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000028159,Unknown,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028160,Unknown,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion
CA00-0000028161,Unknown,Community Center,Anti-Jewish,Religion
CA00-0000028162,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000028163,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028164,Unknown,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028165,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028166,Unknown,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion
CA00-0000028167,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028168,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028169,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028170,Hispanic,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028171,Hispanic,Jail/Prison,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028172,White,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028173,Hispanic,Liquor Store,Anti-Gay (Male),Sexual Orientation
CA00-0000028174,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028175,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028176,Unknown,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000028177,Black or African American,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000028178,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028179,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028180,Unknown,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028181,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028182,Hispanic,Restaurant,Anti-Lesbian,Sexual Orientation
CA00-0000028183,Unknown,Drug Store/Dr Office/Hospital,Anti-Female,Gender
CA00-0000028184,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000028185,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028186,Unknown,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA00-0000028187,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028188,Unknown,School-Elementary/Secondary,Anti-Lesbian,Sexual Orientation
CA00-0000028189,Black or African American,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028190,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028191,Unknown,Parking Lot/Garage,Anti-Other Religion,Religion
CA00-0000028192,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028193,Hispanic,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028194,White,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028195,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028196,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000028197,White,Arena/Stadium/Fairgrounds/Coliseum,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028199,White,Highway/Road/Alley/Street,Anti-American Indian/Alaska Native,Race/Ethnicity/Ancestry
CA00-0000028200,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028201,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028202,Asian/Pacific Islander,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028203,Black or African American,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028204,Black or African American,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028205,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028206,Unknown,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000028207,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028208,Unknown,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028209,Unknown,Grocery/Supermarket,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028210,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
