RecordId,SuspectsRaceAsAGroup,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA00-0000014621,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014622,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014623,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014624,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014625,White,Liquor Store,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014626,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014627,Black or African American,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014628,Hispanic,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014629,Black or African American,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014630,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014631,White,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA00-0000014632,Black or African American,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014633,Black or African American,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014634,White,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014635,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014636,Unknown,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014637,Unknown,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014638,Unknown,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014639,Hispanic,Grocery/Supermarket,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014640,Unknown,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014641,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014642,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014643,Unknown,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000014644,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014645,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014646,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014647,Hispanic,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000014648,Unknown,Residence/Home/Driveway,Anti-Physical Disability,Disability
CA00-0000014649,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014650,East Indian/Asian Indian,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014651,Unknown,School/college,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014652,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014653,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014654,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014655,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000014656,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014657,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014658,White,Convenience Store,Anti-Gay (Male),Sexual Orientation
CA00-0000014659,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000014660,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014661,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014662,Unknown,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000014663,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014664,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014665,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014666,Unknown,Drug Store/Dr Office/Hospital,Anti-Lesbian,Sexual Orientation
CA00-0000014667,Unknown,Church/Synagogue/Temple,Anti-Protestant,Religion
CA00-0000014668,Unknown,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000014669,Unknown,Drug Store/Dr Office/Hospital,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014670,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014671,American Indian or Alaska Native,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014672,East Indian/Asian Indian,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014673,White,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014674,East Indian/Asian Indian,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014675,Hispanic,School/college,Anti-Transgender,Gender Nonconforming
CA00-0000014676,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014677,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014678,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014679,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000014680,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014681,Unknown,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014682,Unknown,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000014683,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014684,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014685,White,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014686,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014687,Black or African American,School/college,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014688,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014689,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014690,Unknown,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000014691,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014692,Group of Multiple Races,Department/Discount Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014693,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014694,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014695,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014696,Unknown,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014697,Hispanic,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014698,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014699,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014700,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014701,White,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014702,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000014703,White,School/college,Anti-Lesbian,Sexual Orientation
CA00-0000014704,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014705,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014706,Group of Multiple Races,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014707,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014708,Unknown,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014709,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014710,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014711,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014712,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014713,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014714,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014717,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014718,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014719,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014720,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014721,Unknown,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014722,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014724,White,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014725,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014726,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014727,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014728,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014729,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014730,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014731,White,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014732,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014733,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014734,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014735,Unknown,Government/Public Building,Anti-Gay (Male),Sexual Orientation
CA00-0000014736,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014737,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014738,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014739,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014740,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014741,Unknown,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation
CA00-0000014742,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014743,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014744,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014745,White,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014746,White,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014747,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000014748,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014749,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014750,Black or African American,Field/Woods/Park,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014751,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014752,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014753,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014754,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014755,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014756,Hispanic,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014757,Unknown,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014758,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014759,White,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014760,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014761,White,Department/Discount Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014762,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014763,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014766,Unknown,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014767,Unknown,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000014768,Unknown,Convenience Store,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014769,White,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014772,Unknown,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014773,Unknown,Church/Synagogue/Temple,Anti-Protestant,Religion
CA00-0000014774,Unknown,Church/Synagogue/Temple,Anti-Protestant,Religion
CA00-0000014775,Unknown,School/college,Anti-Catholic,Religion
CA00-0000014777,White,Field/Woods/Park,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014778,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014779,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014781,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014782,Unknown,Drug Store/Dr Office/Hospital,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014783,White,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000014784,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014785,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014786,Unknown,School/college,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014787,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014788,Unknown,Commercial/Office Building,Anti-Jewish,Religion
CA00-0000014789,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014790,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014791,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014792,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014793,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014794,White,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000014795,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014796,White,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014798,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014799,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014800,American Indian or Alaska Native,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014801,Black or African American,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014802,Hispanic,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014803,Unknown,School/college,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014804,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014805,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014806,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014807,Hispanic,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014808,Black or African American,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014809,White,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014810,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014811,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014812,Unknown,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014813,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014814,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014815,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014816,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014817,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014818,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014819,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014820,White,Field/Woods/Park,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014821,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014822,Unknown,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014823,Unknown,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014824,Hispanic,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014825,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014826,White,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014827,East Indian/Asian Indian,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014828,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014829,White,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014830,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014831,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014832,Hispanic,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014833,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014834,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014835,Unknown,Construction Site,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014836,Hispanic,Air/Bus/Train Terminal,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014839,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014840,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014844,White,Bar/Night Club,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014845,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014846,Hispanic,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000014847,White,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014848,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000014849,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014852,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000014854,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014855,White,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014856,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014859,Unknown,Commercial/Office Building,Anti-Islamic (Muslim),Religion
CA00-0000014861,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014862,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014863,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014864,Unknown,Air/Bus/Train Terminal,Anti-Jewish,Religion
CA00-0000014865,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014866,Hispanic,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014867,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014868,White,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014869,Unknown,School/college,Anti-Catholic,Religion
CA00-0000014870,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014871,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014872,Unknown,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014873,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014874,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014875,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014876,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014877,Black or African American,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming
CA00-0000014878,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014879,Unknown,Bar/Night Club,Anti-Gay (Male),Sexual Orientation
CA00-0000014880,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014881,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014882,Unknown,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014884,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014890,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014891,Unknown,Field/Woods/Park,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014892,White,Bar/Night Club,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014893,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000014894,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014895,Black or African American,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014896,Black or African American,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014897,Hispanic,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000014898,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014899,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014900,White,Jail/Prison,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014901,Hispanic,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014902,Group of Multiple Races,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014903,Unknown,Church/Synagogue/Temple,Anti-Protestant,Religion
CA00-0000014904,White,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000014905,White,School/college,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014916,East Indian/Asian Indian,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014917,White,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014918,Group of Multiple Races,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014919,Unknown,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014920,White,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014926,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014715,Hispanic,Liquor Store,Anti-Islamic (Muslim),Religion
CA00-0000014716,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014764,Unknown,School/college,Anti-Other Religion,Religion
CA00-0000014765,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014770,White,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000014771,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000014780,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014837,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014838,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014841,Hispanic,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014842,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014843,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000014850,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014851,Hispanic,Highway/Road/Alley/Street,Anti-Heterosexual,Sexual Orientation
CA00-0000014853,Black or African American,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014857,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014858,Unknown,Commercial/Office Building,Anti-Islamic (Muslim),Religion
