record_id,suspects_race_as_a_group,most_serious_location,most_serious_bias,most_serious_bias_type
CA00-0000014226,White,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000014230,Black or African American,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000014616,Hispanic,Restaurant,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014632,Black or African American,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000014641,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000014649,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014662,Unknown,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000015695,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000015702,Unknown,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000015714,Unknown,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA00-0000015794,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000015850,Hispanic,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000016123,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016135,Unknown,Church/Synagogue/Temple,Anti-Gay (Male),Sexual Orientation
CA00-0000016144,White,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016157,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016164,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000016173,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016178,Hispanic,Department/Discount Store,Anti-Gay (Male),Sexual Orientation
CA00-0000016183,Unknown,Commercial/Office Building,Anti-Lesbian,Sexual Orientation
CA00-0000016192,Unknown,School/college,Anti-White,Race/Ethnicity/Ancestry
CA00-0000016196,Black or African American,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000016203,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000016235,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016248,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000016312,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000016433,White,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA00-0000016442,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016648,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000016657,Group of Multiple Races,School/college,Anti-Physical Disability,Disability
CA00-0000016676,White,Convenience Store,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000016829,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016940,East Indian/Asian Indian,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016953,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017196,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000017207,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000017275,Hispanic,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000017464,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017470,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000017626,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000017632,White,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000017687,White,Lake/Waterway/Beach,Anti-Gay (Male),Sexual Orientation
CA00-0000017725,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017831,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000018060,Asian/Pacific Islander,Restaurant,Anti-White,Race/Ethnicity/Ancestry
CA00-0000018069,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000018086,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000018257,Asian/Pacific Islander,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000018400,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000018419,White,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000018736,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000018752,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000018756,White,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000018866,Black or African American,Liquor Store,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000018871,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000018886,White,Restaurant,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000018902,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000019096,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000019100,Black or African American,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000019108,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000019480,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000019487,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000019684,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000019692,Black or African American,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000020298,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000020302,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000020390,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000020408,Unknown,Grocery/Supermarket,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000020521,East Indian/Asian Indian,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000020616,Black or African American,Commercial/Office Building,Anti-White,Race/Ethnicity/Ancestry
CA00-0000020747,Black or African American,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000021050,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000021143,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000021146,Group of Multiple Races,Hotel/Motel/etc.,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000021169,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000021176,Hispanic,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000021332,Unknown,Grocery/Supermarket,Anti-Jewish,Religion
CA00-0000021342,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000021700,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000022096,Hispanic,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000022128,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000022431,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000022699,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000022791,Unknown,Hotel/Motel/etc.,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000023428,Black or African American,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000023818,Unknown,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000023893,Hispanic,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000024115,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000024222,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000024368,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000024476,Hispanic,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000024641,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000024811,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000025100,Unknown,Church/Synagogue/Temple,Anti-Multiple Religions (Group),Religion
CA00-0000025262,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025292,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025475,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025599,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000025691,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025843,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000026026,Hispanic,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000026431,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000026515,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000026611,Hispanic,Government/Public Building,Anti-Gay (Male),Sexual Orientation
CA00-0000026708,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000027134,Hispanic,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000027241,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000027636,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000027747,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000027812,Unknown,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000028182,Hispanic,Restaurant,Anti-Lesbian,Sexual Orientation
CA00-0000028440,White,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000028571,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000028816,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028839,White,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000028969,Black or African American,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000029064,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000029514,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000029766,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000029859,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000030039,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000030465,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000030660,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000030932,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000031126,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000031596,Unknown,Restaurant,Anti-Jewish,Religion
CA00-0000031604,Black or African American,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000032065,White,Bar/Night Club,Anti-Lesbian,Sexual Orientation
CA00-0000032073,Black or African American,Hotel/Motel/etc.,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000032083,Group of Multiple Races,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA00-0000032091,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000032100,Black or African American,Shopping Mall,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000032107,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000032497,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000032504,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032573,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000033385,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033395,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033398,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000033401,Black or African American,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000033408,White,Service/Gas Station,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000033416,Black or African American,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033426,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033430,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000033444,Unknown,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000033447,Asian,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033827,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033831,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033834,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000033953,Black or African American,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000034101,White,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034235,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034545,Black or African American,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000034548,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034799,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034979,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000035384,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000035492,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000035554,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035637,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035710,White,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035860,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035989,White,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000036020,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036027,White,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036031,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036044,White,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036205,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000036210,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000036218,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036369,Asian,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000036447,White,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA00-0000036667,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000001749,Unknown,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000001762,White,Government/Public Building,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA01-0000001775,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001784,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001788,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000001793,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000001797,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001809,White,Air/Bus/Train Terminal,Anti-Islamic (Muslim),Religion
CA01-0000001820,Unknown,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000001824,Unknown,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001831,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001835,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000001842,Black or African American,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001846,Unknown,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001854,White,School/college,Anti-White,Race/Ethnicity/Ancestry
CA01-0000001858,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000001863,Unknown,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA01-0000001867,Black or African American,Air/Bus/Train Terminal,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001877,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001881,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001885,Unknown,Government/Public Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000001909,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
220057815,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
220078413,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
220315754,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
220378934,Unknown,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
220683705,White,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
220860505,Unknown,Community Center,Anti-Other Christian,Religion
230118366,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
230145234,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
230278750,White,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
230541494,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
230714340,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
230738356-5,Unknown,Bank/Savings and Loan,Anti-Jewish,Religion
230763290,Unknown,Restaurant,Anti-Jewish,Religion
230828628,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
240080642,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
240193267,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
240294592,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
240328602,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
240492570,Unknown,Community Center,Anti-Jewish,Religion
240583981,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
240735289,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
240782268,Unknown,Commercial/Office Building,Anti-Jewish,Religion
250150213,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
250245397,Unknown,Community Center,Anti-Transgender,Gender Nonconforming
250352801,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual/Transgender,Sexual Orientation
250391752,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
250458926,Black or African American,Other/Unknown,Anti-Asian,Race/Ethnicity/Ancestry
250516013,Unknown,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
250649250,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000011527,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000011656,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000011748,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000011752,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000011980,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000012173,Unknown,Hotel/Motel/etc.,Anti-Islamic (Muslim),Religion
CA00-0000012312,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000012317,Unknown,Commercial/Office Building,Anti-Jewish,Religion
CA00-0000012471,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000012664,Unknown,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000012886,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000012890,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000012894,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000012989,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000013001,Hispanic,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000013005,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000013202,Black or African American,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000013207,Unknown,Department/Discount Store,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000013211,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000013217,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000013232,Unknown,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000013280,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000013284,Unknown,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000013293,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000013299,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000013480,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000013494,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000013618,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000013693,Hispanic,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000013731,White,Drug Store/Dr Office/Hospital,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000013878,Black or African American,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014056,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014193,Black or African American,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014219,Hispanic,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000014607,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014621,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014629,Black or African American,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry
CA00-0000014636,Unknown,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014653,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014659,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000014877,Black or African American,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming
CA00-0000015699,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000015711,White,Commercial/Office Building,Anti-Jewish,Religion
CA00-0000015723,Unknown,Specialty Store (TV/Fur/etc.),Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000015798,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016120,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016128,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000016140,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016149,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000016154,Unknown,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000016161,White,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016168,White,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016189,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000016200,Unknown,Specialty Store (TV/Fur/etc.),Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000016207,Unknown,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000016251,Unknown,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000016301,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016321,Group of Multiple Races,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000016435,Unknown,Commercial/Office Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000016476,White,Restaurant,Anti-Jewish,Religion
CA00-0000016649,Unknown,School/college,Anti-Asian,Race/Ethnicity/Ancestry
